artTitle,artContent
NBA》勇士前進季後賽大利空！ 後場防守悍將確定附加賽報銷,"小裴頓（右）。（資料照）
林子翔／核稿編輯
〔體育中心／綜合報導〕西部第10名的勇士將於明天在附加賽首輪碰上第9名的國王，不過今天卻傳出壞消息，勇士後場防守悍將小裴頓（Gary Payton II）確定附加賽報銷。
勇士總教練柯爾（Steve Kerr）指出，小裴頓將缺席明天對上國王的附加賽，若勇士擊敗國王挺進附加賽次輪，小裴頓也仍舊無法上陣。如果勇士能夠晉級季後賽，小裴頓將會在週末接受重新評估，「我們希望他能趕上季後賽首輪的比賽。」
小裴頓因小腿傷勢缺席例行賽最後3戰，本季他只出賽44場，場均5.5分、2.6籃板和1.1助攻，投籃命中率56.3%。然而他的影響力遠超出帳面數據，少了他的防守與運動能力，勇士必須更積極設法限制住福克斯（De’Aaron Fox）的攻勢。
勇士將於明天台灣時間早上10點作客國王，若成功獲勝，將於本週五（19日）對上湖人與鵜鶘的敗方。若勇士在附加賽拿下2連勝，將會以西部第8種子在季後賽首輪對決第1種子的雷霆。"
NBA季後賽》太陽陷入遭橫掃危機！ 杜蘭特要把球迷噓聲變燃料,"太陽球星杜蘭特（右）、畢爾（左）。（美聯社）
林子翔／核稿編輯
〔體育中心／綜合報導〕NBA季後賽西部首輪賽事，太陽今天全場一度落後到24分，最後以109比126慘敗灰狼，系列賽陷入0比3的絕對劣勢，太陽隊的低迷表現也遭現場球迷噓聲伺候。太陽球星杜蘭特（Kevin Durant）表示，希望能把太陽球迷們的噓聲轉化為燃料。
「他們對我們期待很高，而且他們花很多辛苦錢，他們值得以想要的方式做出回應。」此戰拿25分的杜蘭特表示，「身為球員，我們有責任把它當作燃料，希望點燃我們下一場比賽的鬥志。」
太陽三巨頭之一的畢爾（Bradley Beal）今拿到全場最高的28分，他表示，「在我人生中從未被橫掃，如過那種事發生，我會覺得很該死。」
NBA季後賽歷史上，還沒有球隊能從系列賽0比3的絕對劣勢逆轉。此戰拿23分的太陽球星布克（Devin Booker）說，「他們說還沒有人做到這事，那真令人興奮。」
太陽隊本季組成三巨頭，如今卻在季後賽首輪面臨淘汰邊緣。太陽隊在夏天進入休賽季後，團隊薪資將來到2.06億美元是全NBA最高，接下來的兩個賽季，布克、杜蘭特、畢爾這三名球星的薪水合計高達3.12億美元，這三人光是下個賽季的薪水比其他14支NBA球隊還高。
太陽球星布克（中）。（美聯社）"
NBA》從落選秀到附加賽奇兵 國王壓制勇士「浪花兄弟」的關鍵功臣,"國王小將艾利斯（左）。（今日美國）

〔記者盧養宣／綜合報導〕國王今在附加賽淘汰勇士，功臣除猛轟三分彈的K.穆雷（Keegan Murray），小將艾利斯（Keon Ellis）在防守端帶給對手極大壓力，也是一大關鍵。

24歲的艾利斯在2022年NBA選秀榜上無名，到今年2月前都還是雙向合約的狀態，此役在攻守兩端都有不俗表現，在第三節頻在外線放冷箭澆熄勇士反撲氣焰，同時成功限制柯瑞（Stephen Curry）以及K.湯普森（Klay Thompson）的發揮，終場除拿下15分5助攻，也有3抄截3阻攻。

請繼續往下閱讀...

國王總教練布朗（Mike Brown）賽後大讚子弟兵，表示從未料想到艾利斯能打出今天這樣的表現，「每次我們給他機會，他總是一次比一次更好，我很期待他向上成長的潛力，很高興看到他在大舞台有所發揮，相信整個聯盟都慢慢知道他是誰了。」

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
NBA》熱火、鵜鶘跳上車 季後賽對戰組合出爐,"熱火在一哥巴特勒因傷缺陣下，由赫爾羅挺身而出率隊淘汰公牛。（法新社）

〔記者盧養宣／綜合報導〕熱火昨在「英雄哥」赫爾羅全能演出下，在附加賽以112：91淘汰公牛，搶下東部最後一張季後賽門票，首輪將再戰宿敵塞爾提克。

鵜鶘在英葛蘭24分領軍下，搶下西部最後一張季後賽門票。（今日美國）

兩隊一哥都缺陣

赫爾羅、英葛蘭英雄演出

赫爾羅在這場殊死戰繳出24分、10籃板、9助攻的準大三元，在一哥巴特勒因傷缺陣下再度擦亮「英雄哥」招牌，他下定決心要像前輩一樣，在各方面都能幫助球隊，「大家常以單場得分定義一個人的表現，但吉米在場上總是能在考量隊友下，做出正確的出手選擇，我也希望自己能辦到。」

請繼續往下閱讀...

除了扛起得分重擔的赫爾羅，初生之犢不畏虎的新人小賈奎茲也居功厥偉，這位頂替巴特勒的菜鳥挹注21分，對於即將前往波士頓征戰，他霸氣喊話必須在客場前2戰就搶得先機，會讓對手在身體對抗上吃足苦頭。

熱火雖搭上末班車，接下來每一步都不好走，連續3季在季後賽塞爾提克，第13度率隊闖進季後賽的教頭史波斯查說，「我很感激這些必須全力以赴爭取的機會，這是花錢也買不到的，必須團結一心才能獲得，我們以艱難的方式達成目標。」

西部最後一張門票則由鵜鶘取得，雖然「怪物狀元」Z.威廉森因傷缺陣，不過在英葛蘭24分領軍下以105：98淘汰國王，以第8種子吊車尾晉級季後賽，首輪將迎戰頭號種子雷霆。

國王儘管在前役淘汰勇士，依舊只能止步附加賽。

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
NBA季後賽》米德爾頓傳壞消息！G3公鹿恐面臨兩主力缺陣,"米德爾頓（左）（資料照，法新社）
李冠霖／核稿編輯
〔體育中心／綜合報導〕公鹿隊明天將面對溜馬，在G2已經輸球系列賽遭逼平的情況下，如今又傳出隊內主戰球員米德爾頓（Khris Middleton）因膝蓋扭傷可能無法出戰，無疑對公鹿來說雪上加霜。
在沒有球星亞德托昆波（Giannis Antetokounmpo）的公鹿第二戰一路苦戰，米德爾頓更在第一節就受傷退場，雖然經治療後及時返回球賽，最終公鹿仍以17分差輸球，目前系列賽米德爾頓能繳出場均19分、7.5籃板、5助攻成績單。
公鹿近幾年不乏在季後賽遭遇傷病麻煩，亞德托昆波在2019-20第二輪因腳踝扭傷的缺席導致公鹿最終五戰遭熱火解決，而2021-22賽季的米德爾頓更是因膝蓋內側韌帶扭傷而缺席公鹿隊最終的10場季後賽。
米德爾頓曾在G2因傷退場。（資料照，今日美國）"
T1》卡森斯繳雙二十卻「打鐵」丁聖儒砍26分率戰神贏球,"台啤永豐雲豹卡森斯上半場手感差，只拿下個位數的分數。（記者陳志曲攝）
〔記者粘藐云／桃園報導〕台啤永豐雲豹今迎來本季最後一場主場例行賽，「表弟」卡森斯雖繳出21分、20籃板，但命中率僅2成不盡理想，反倒是戰神後衛丁聖儒替補上陣飆出26分，率隊以91：79收下勝利。
確定挺進季後賽的雲豹，近期豪取5連勝，目前和龍頭中信特攻僅0.5場勝差，最後2場例行賽繼續努力，希望能爭取更好的排名。
為了力拚隊史首冠，前NBA球星「表弟」卡森斯回鍋，昨亮相包辦25分、8籃板，但發生7次失誤，狀態還在調整中。
今天在主場背靠背對決戰神，雲豹在上半場打得有些艱辛，全隊沒有球員得分上雙，威廉斯進帳8分最高；戰神洋將赫里斯-傑佛森和丁聖儒都攻下全場最高13分，助隊半場打完取得47：42領先。
卡森斯上半場12投僅2中，手感不太理想，下半場多次破壞對手禁區，在罰球線上得分，不讓戰神甩開。決勝節卡森斯飆進三分球，一度助隊趕上，但戰神射手黃聰翰連轟兩顆三分彈反擊。
雲豹在決勝節多次有機會追上，卻都自亂陣腳，卡森斯也因不滿裁判尺度，攤手抗議，最後也無力率隊逆轉戰局，中止5連勝。
戰神丁聖儒繳出全場最高26分、6助攻，赫里斯-傑佛森14分次之。雲豹卡森斯繳出全隊最高21分、20籃板，但其中有10分來自罰球，威廉斯20分、15籃板次之。
台啤永豐雲豹卡森斯（中）出手遭對手封阻。（記者陳志曲攝）
台啤永豐雲豹卡森斯（中）進攻籃框遭對手封阻。（記者陳志曲攝）"
NBA季後賽》湖人不妙？系列賽0：2僅贏過兩次 詹姆斯喊話先捍衛主場,"詹姆斯。（美聯社）
〔記者粘藐云／綜合報導〕湖人今在季後賽首輪G2，慘遭金塊絕殺，系列賽吞下2連敗，並以0：2落後。根據外媒統計，湖人隊史曾出現22次0：2落後，但只有兩次死裡逃生，逆轉贏下該系列賽。
湖人今天敗給金塊，連同例行賽已吞下對戰10連敗，陷入0：2的窘境。不過，歷史數據對於湖人不利，他們隊史曾22度在季後賽0：2，但只有兩次逆轉收下系列賽。
湖人前次在0：2落後，還能贏得系列賽已是2004年的季後賽，當時他們在西部第2輪淘汰馬刺。
連兩戰遭金塊逆轉，今天繳出26分、12助攻的當家一哥詹姆斯（LeBron James）認為，接下來回到洛杉磯，肯定得上緊發條，「捍衛主場是我想法，G3會是非常重要的比賽。」
今天敗給金塊後，詹姆斯在季後賽已苦吞6連敗，包含上季遭金塊橫掃，而6連敗也是他生涯最長紀錄，先前最長是5連敗。"
NBA》不會退休！詹皇預計再打2年 湖人有意選皇子實現「父子同台」,"詹姆斯之子布朗尼預計將投入2024年NBA選秀。（資料照，美聯社）
林子翔／核稿編輯
〔體育中心／綜合報導〕「詹皇」詹姆斯（LeBron James）之子布朗尼（Bronny James）預計將投入2024年NBA選秀，成為眾所矚目的焦點，目前消息指出，湖人有意出手網羅布朗尼。
布朗尼已經結束了在南加州大學的「大一新鮮人」賽季，由於他曾因心臟問題動刀，導致長期脫離戰線，最終他出賽25場，場均上場19.4分鐘，拿下4.8分、2.8籃板、2.1助攻，投籃命中率36.6%、三分命中率26.7%，他下一步決定挑戰最高殿堂。
湖人在季後賽首輪系列賽1：4遭金塊淘汰，球季劃下句點，賽後美媒《The Athletic》指出，球隊消息人士透露，湖人願意在今年6月選秀時指名布朗尼，幫助詹姆斯實現與兒子一起打球的夢想。
詹姆斯稍早結束了生涯第21個NBA賽季，《The Athletic》記者查拉尼亞（Shams Charania）表示，一位了解詹姆斯想法的消息人士稱，詹姆斯預計還會再打兩個賽季，最快下季就能與兒子合力出擊。"
NBA季後賽》布克49分、杜蘭特33分做白工 太陽遭灰狼橫掃止步首輪,"布克。（USA TODAY Sports）
〔記者盧養宣／綜合報導〕太陽今在西部季後賽首輪背水一戰交手灰狼，雖然杜蘭特（Kevin Durant）與布克（Devin Booker）合力貢獻82分，仍以116：122敗下陣來，連吞4敗遭橫掃出局。 退無可退的太陽第一節祭出強悍防守，將灰狼的命中率壓到3成以下，不過也讓對手獲得15次罰球機會，兩隊打完首節太陽以26：25領先。 次節兩隊依舊陷入拉鋸，布克壓哨的後仰跳投幫助太陽打完前兩節擁有5分優勢，布克貢獻19分，杜蘭特10投7中，拿下全場最高20分，湯斯（Karl-Anthony Towns）此役化身射手，上半場外線3投3中，攻下15分。不過灰狼團隊外線命中率僅22.2％、太陽則是12投6中，命中率5成。
杜蘭特。（USA TODAY Sports） 上半場只拿9分的愛德華茲（Anthony Edwards）易籃後甦醒，連兩記三分彈幫助灰狼拉出一波12：5攻勢超前比分，雙方戰得難難捨，打完前三節只有2分差距。 愛德華茲末節持續帶領灰狼猛攻，倒數1分41秒灰狼4分領先時出現插曲，康利（Mike Conley）意外將54歲的主帥芬屈（Chris Finch）撞倒在地，他神色痛苦坐在地上後，被防護員攙扶離場。 雖然總教練不在，不過灰狼沒有因此亂了陣腳，太陽前鋒奧柯吉（Josh Okogie）關鍵兩罰都落空錯失追近差距的機會，愛德華茲倒數19秒快攻得手，幫助灰狼擴大至6分差，穩穩收下勝利。 愛德華茲此役貢獻40分9籃板，湯斯外線6投4中拿下28分，麥克丹尼爾斯（Jaden McDaniels）挹注18分。
太陽今得分集中在雙星身上，其他人得分都未超過雙位數，畢爾（Bradley Beal）與諾基奇（Jusuf Nurkic）都以9分作收。"
NBA附加賽》魔咒延續！勇士、老鷹都輸 第10種子註定被淘汰,"老鷹今天在附加賽被公牛淘汰。（法新社）
〔記者吳孟儒／綜合報導〕隨著勇士昨敗給國王，老鷹今以131：116慘敗給公牛，想以分部第10種子之姿打季後賽的「魔咒」依舊未解除。
過去3季的附加賽，東、西部的6支第10名球隊都沒能打進季後賽，無論是馬刺、黃蜂、雷霆，到本季的老鷹、勇士都沒能殺出重圍，分部排名第10的球隊始終是季後賽「絕緣體」。
勇士為2022年賽季的冠軍隊伍，奪冠核心柯瑞、K.湯普森、D.格林、A.威金斯續戰，本季以西部第10名吊車尾打附加賽，但依舊沒有奇蹟，昨以94：118慘敗給國王，今年提早遭淘汰。
至於東部排名第10的老鷹，儘管過去3次打附加賽為3勝0負的戰績，但本季還是難逃歷史的緊箍咒，以116：131遭公牛痛宰，今年也已宣告打包。"
NBA季後賽》單季打86場！ 七六人的「超級鐵人」終於圓夢,"希爾德。（資料照，法新社）
〔記者吳孟儒／綜合報導〕在七六人附加賽以105：104險勝熱火，搶下東部第7種子，對希爾德（Buddy Hield）更是意義非凡，因為他終於圓了季後賽美夢。
希爾德在NBA征戰8個賽季，638場比賽他就打了632場，堪稱聯盟的「超級鐵人」，本季他因交易緣故，還打出超標的84場例行賽，若加上季中錦標賽決賽以及附加賽，他等於出賽86場，比一般球員的82場例行賽全勤出賽還要多。
能夠正式敲開季後賽大門，希爾德說：「終於完成突破，我非常興奮，而且能和這些人打季後賽讓我很期待，即使我們是第7種子，我認為我們想爭冠並非天方夜譚，所以我準備好了。」
希爾德打86場才取得季後賽資格，在歷史層面上也相當另類，過去只有2人超越他的紀錄，他說：「我從沒想過自己會打那麼多，但我愛打球，這裡的人也都愛打球，每次都會問我要不要打，我都會好啊，我要打。」
七六人將與第2種子尼克展開7戰4勝的季後賽爭奪。"
NBA季後賽》戲劇性的結尾！尼克逆轉七六人搶下2連勝,"布朗森。（法新社）
〔記者吳孟儒／綜合報導〕剩下47.1秒還落後5分，但尼克靠布朗森（Jalen Brunson）和迪文森佐（Donte Divincenzo）的連續三分球超前比分，七六人則是在關鍵時刻發生致命失誤葬送江山，第2種子尼克以104：101逆轉第7種子七六人，在東部季後賽首輪拿下2連勝。
尼克首戰靠著布朗森、哈特（Josh Hart）、麥克布萊德（Miles McBride）都各有20分以上的火力輸出，以111：104擊退七六人，搶下季後賽首勝。
力拚在第2戰扳回一城的七六人，今天靠馬克西拿20分、恩比德（Joel Embiid）16分、10籃板，哈里斯（Tobias Harris），在上半場打完以53：49領先，尼克則以哈特的19分最佳。
恩比德在第三節拿13分，七六人其他人都難以得分，合計只有8分進帳，反觀尼克多點開花，哈爾特斯坦（Isaiah Hartenstein）也跳出頻頻在籃下得逞，拿10分、6籃板，迪文森佐也拿到7分，團隊單節灌進30分，以79：74逆轉進入第四節。
恩比德在禁區逞威之外，抱病出擊的馬克西在最後階段挺身而出，先在最後2分22秒投進超前一擊，最後1分09秒更投進擴大領先的三分彈，七六人打出18：6的攻勢，以100：96逆轉戰局。
但布朗森投進三分球後，馬克西接著發生掉球失誤，讓尼克搶下球權，迪文森佐在最後13.1秒投進超前三分彈，馬克西的上籃被哈爾特斯坦蓋掉，尼克兩罰俱中，也鎖定最後勝利。
尼克的布朗森投籃命中率欠佳，29投8中仍有24分，外帶8籃板、6助攻，哈特進帳21分、15籃板，迪文森佐投進4顆三分球，有19分，哈爾特斯坦成為最大奇兵，有14分、8籃板、4助攻、4阻攻。
馬克西決勝節拿15分，全場有35分，但也發生4失誤，包括決勝階段的掉球，恩比德帶傷拚了39分鐘，拿34分、11籃板、6助攻，兩人飆分一度看到勝利曙光，卻在最後階段遭逆轉，無緣扳平戰局。"
詹戴聯手 擋不住金塊逆襲,"金塊約基奇（左）在湖人詹姆斯面前，上籃取分。（美聯社）

〔記者粘藐云／綜合報導〕湖人近兩季對上金塊總是沒轍，昨兩隊在季後賽首輪G1交鋒，詹姆斯和A.戴維斯合砍59分，仍擋不住丹佛大軍逆襲，約基奇貢獻32分，率隊以114：109收下連同例行賽的對戰9連勝，系列賽拔得頭籌。

約基奇攻32分、12籃板

湖人昨最多12分領先，無奈守不住優勢，易籃後金塊找回攻守水準，第3節打出32：18攻勢奠定勝基。昨攻下全隊最高32分、12籃板的約基奇認為，下一場湖人肯定會更用力打，大家不能因此鬆懈，也不想在主場丟掉任何一戰，讓自己陷入困境。

請繼續往下閱讀...

湖人吞季後賽對戰5連敗

39歲的詹姆斯在NBA打滾了21季，成為繼傳奇球星派瑞許後，史上第2位在NBA打了21季還能在季後賽亮相的球員。詹皇上半場開啟「全力詹」模式，包辦19分，無奈下半場體力下滑，即便全場攻下27分、8助攻，戴維斯進帳32分、14籃板，仍無力率隊取勝。

苦吞對金塊在季後賽的對戰5連敗，追平隊史第2長的紀錄，詹姆斯認為，球隊這場沒有打不好，但面對丹佛軍這樣的隊伍，沒有任何犯錯空間。

灰狼多點開花 射下太陽

西部另一戰，灰狼當家一哥愛德華茲昨進帳全場最高33分、9籃板，加上團隊命中率達5成，多點開花情況下，以120：95痛宰太陽，收下系列賽首勝。

尼克、騎士首戰 開紅盤

東部方面，尼克在兩大奇兵哈特和麥克布萊德聯手拿43分帶領下，以111：104擊敗七六人；騎士一哥米契爾攻下全場最高30分，率隊以97：83拆解魔術。

不用抽 不用搶 現在用APP看新聞 保證天天中獎 點我下載APP 按我看活動辦法"
NBA附加賽》恩比德轟23分加上奇兵跳出 七六人擊敗熱火奪第7種子,"七六人明星中鋒恩比德。（法新社）
〔記者吳孟儒／綜合報導〕恩比德（Joel Embiid）23分、15籃板、5助攻的全能數據，加上35歲老將巴頓（Nicolas Batum）扮演奇兵拿20分，率領七六人克服最多14分落後，在主場以105：104力退熱火，確定以東部第7種子進軍季後賽，首輪將對上第2種子尼克。
熱火上季季後賽就締造從附加賽闖進總冠軍戰的大驚奇，本季因傷病問題也走得跌撞，只排東部第8，得從附加賽打起，今天輸給七六人後，將和另一場老鷹、公牛附加賽的勝方，爭奪最後一張季後賽門票，贏球才能搶下第8種子，否則將被淘汰。
開賽慢熱的熱火今在首節打完後來居上取得23：22領先，次節靠防守不斷逼出七六人失誤，有效限制恩比德（Joel Embiid）發揮，加上外線手感大開，最後2分鐘的萊特（Delon Wright）、赫爾羅（Tyler Herro）、馬汀（Caleb Martin）連續投進三分球，兩隊分差最大達14分，邁阿密大軍兩打完以51：39領先七六人。
七六人明星中鋒恩比德（中）。（法新社）
儘管巴特勒（Jimmy Butler）上半場8投僅2中拿10分，但熱火9人輪番上場都有得分進帳，此外，兩節就逼出對手11次失誤，成功帶著12分領先前進下半場。至於七六人一哥恩比德發揮受限，8投2中得10分、6籃板，團隊失誤多之外，在主場的外線手感不佳，三分球18投僅3中，是球隊陷入落後的關鍵。
下半場，熱火的投籃命中率下修到只剩36.4％，七六人的外線準星回升，巴頓（Nicolas Batum）建功，一人投進三球，單節打出30：23的攻勢追近差距，熱火在三節打完以74：69領先。
恩比德在第四節開打沒多久靠三分球逼成74：74平手，巴頓也在外線有建樹，助七六人逆轉超前熱火，但之後沒能維持優勢，兩隊互有領先，最後一分鐘戰成96：96平手，熱火發生回場失誤，而恩比德則透過吸引包夾，傳給籃下的烏布瑞（Kelly Oubre Jr.）完成遭前三分打，巴頓還在最後關頭還搧下火鍋，馬克西（Tyrese Maxey）、烏布瑞之後的6次罰球機會俱中，成功鎖定比賽勝利，讓熱火最後投進三分球也無濟於事。
七六人有4人得分達雙位數，恩比德（Joel Embiid）出賽38分鐘，繳23分、15籃板、5助攻，巴頓替補打28分鐘，轟進6顆三分球，拿本季個人新高20分，外帶5籃板，馬克西有19分，烏布瑞有11分。
熱火部分，赫爾羅得25分，巴特勒19分，艾德巴約（Bam Adebayo）10分、12籃板，小賈奎茲（Jaime Jaquez Jr.）有15分，洛夫（Kevin Love）替補10分。
熱火巴特勒。（美聯社）
熱火赫爾羅。（今日美國）"
NBA》字母哥、里拉德都缺陣 公鹿下半場氣力放盡遭溜馬聽牌,"溜馬擊敗公鹿取得聽牌優勢。（今日美國）
〔記者盧養宣／綜合報導〕在兩大主將都缺陣情況下，公鹿今在東部季後賽首輪第4戰不敵溜馬三分雨攻勢，終場以113：126敗下陣來，系列賽陷入1：3劣勢。
公鹿兩大球星都缺陣，「字母哥」亞德托昆波（Giannis Antetokounmpo）此系列賽還未上場，里拉德（Damian Lillard）則因阿基里斯腱一級拉傷也掛免戰牌。
里拉德和亞德托昆波。（美聯社）
 不過公鹿打出競爭力，首節靠接近6成的團隊命中率與溜馬戰成33：33平手，兩隊求勝慾望強烈，波提斯（Bobby Portis）還因與內姆哈德（Andrew Nembhard）起衝突，直接領兩個技術犯規遭驅逐出場。
溜馬次節在外線發威，三分球10投5中，公鹿則強攻禁區，依舊維持高命中率緊咬戰局，兩節打完僅有3分落後。
然而公鹿在易籃後手感下滑，反觀溜馬繼續上演飆分秀，拉出一波31：21的攻勢取得雙位數領先進入決勝節，公鹿不願就此投降，第四節一開始靠B.羅培茲（Brook Lopez）、米德爾頓（Khris Middleton）連拿7分縮小差距。
溜馬今外線有多可怕？就是連中鋒都很準，M.透納（Myles Turner）在這個時候跳出來連飆2記三分彈澆熄公鹿反撲氣燄，終場就以13分差帶走勝利。
溜馬外線命中率高達51.2%，先發五人得分都超過雙位數，M.透納貢獻29分9籃板，哈里伯頓（Tyrese Haliburton）24分4籃板4助攻，內姆哈德15分9助攻，西亞卡姆（Pascal Siakam）、內史密斯（Aaron Nesmith）以及替補的托平（Obi Toppin）都是13分演出。
B.羅培茲攻下公鹿全隊最高27分另有9籃板，米德爾頓（Khris Middleton）25分10籃板「雙十演出」，畢斯利（Malik Beasley）進帳20分。
M.透納。（今日美國）
B.羅培茲。（美聯社）"
NBA附加賽 熱火大戰七六人、老鷹強碰公牛 今日賽事預告與轉播,"恩比德和巴特勒。（資料照，法新社）
早安，自由體育為您獻上精彩賽事預告與轉播！
今天NBA有兩場轉播，《ESPN》預測東部排名第8的熱火要贏第7的七六人機率僅43.7％，但「士官長」巴特勒相信球隊能在場上率隊再次擺脫對他們不利的數字緊箍咒，他霸氣表示：「到了季後賽，大家該好好思考，他們對到的是熱火還有我。」
熱火上季締造從附加賽打進總冠軍賽的大驚奇，一路上演擊敗公鹿、尼克和塞爾提克的「下剋上」戲碼，讓大批專家跌破眼鏡，具備強心臟特質的巴特勒正是關鍵人物，他有過單場56分的驚人演出，頻頻飆分帶領球隊殺出重圍。
巴特勒本季繳出場均20.8分、5.3籃板、5助攻的全面表現，他對自己的能力很有自信，也相信到了大場面會有更出色表現，「我想打到季後賽也不會有人想跟我們打7場，我很清楚這點。」
恩比德是七六人在例行賽尾聲拉尾盤的關鍵人物，他在2月因左膝半月板撕裂長期缺陣，導致球隊被擠出東部前段班，但他歸隊後，立刻帶領費城軍強勢反彈，他本季出賽39場帶隊拿下31勝。
東部第10的老鷹今天客場挑戰第9名公牛，最大優勢是過去兩季打3場附加賽全勝，本季能否再次殺出重圍，成為今年附加賽焦點之一。附加賽還沒有輸球紀錄的老鷹，這次將遇到嚴峻考驗，畢竟他們6連敗結束例行賽，好消息是主將T.楊恩趕在最後3場例行賽重新歸隊，他生涯在附加賽場均29分進帳，絕對是老鷹能否再演驚奇的關鍵人物，公牛則是有德羅森和武切維奇捍衛主場。
今天大聯盟有1場轉播，道奇對戰國民，大谷翔平持續力拚生涯第176轟，力拚創下屬於自己的日本最多轟紀錄，喜愛大聯盟的球迷別忘了鎖定轉播囉!
中職今天只有1場比賽，由中信兄弟作客新莊挑戰富邦悍將，兄弟派出徐基麟，悍將則是推出羅戈應戰。
NBA
07:00 熱火@七六人 緯來體育、愛爾達體育一台
10:00 老鷹@公牛 緯來體育、愛爾達體育一台
MLB
10:00 國民@道奇 愛爾達體育2台、DAZN
中職
18:30 中信兄弟@富邦悍將 愛爾達體育2台、MOMO綜合台"
NBA季後賽》熱火被打爆球迷提前離場 「小白」38分率塞爾提克聽牌,"D.懷特。（美聯社）
〔記者吳孟儒／綜合報導〕頭號種子塞爾提克今天靠著「小白」D.懷特（Derrick White）的個人秀，上演雙手暴扣戲碼，還轟進8顆三分球，拿季後賽生涯新高38分，終場以102：88打爆第8種子熱火，在東部季後賽首輪系列賽以3：1率先聽牌，晉級只差1勝。
熱火幾乎全場落後，尤其第四節最後3分鐘還有超過15分的差距，邁阿密主場球迷失望地提早離場，肉眼可見周邊觀眾席幾乎都空了，而熱火在主場吞下2連敗後，如今已在淘汰邊緣，且巴特勒（Jimmy Butler）因傷持續缺陣下，想重演上季的「老八傳奇」戲碼難度很高。
即使塞爾提克「雙探花組合」塔圖姆（Jayson Tatum）、J.布朗（Jaylen Brown）今天開賽手感不算好，但D.懷特挺身而出，他13投8中，包含三分球9投6中拿22分，而熱火進攻能量不足，三分球準星是18.8％，艾德巴約（Bam Adebayo）12分已是全隊最高，綠衫軍上半場取得53：36領先。
不但在外線火力四射，D.懷特在第三節還上演雙手暴扣戲碼，不斷重創熱火，率領塞爾提克取得最大28分的優勢，塔圖姆在決勝節還上演飛身單手扣籃，讓邁阿密主場變成靜悄悄的圖書館。
熱火在決勝節展開追分攻勢，只是艾德巴約在剩下5分04秒的防守動作干擾塔圖姆，被吹惡意犯規，也打壞追分氣勢，一直無法追近與塞爾提克的差距，勝負就此定調。
塞爾提克有4人得分達雙位數，D.懷特拿38分還外帶4籃板、、3助攻3阻攻，塔圖姆進帳20分、11籃板、5助攻，J.布朗17分，J.哈勒戴（Jrue Holiday）拿11分。
艾德巴約拿25分、17籃板，「英雄哥」赫爾羅（Tyler Herro）進帳19分，但熱火全隊三分球命中率只有27.3％種下敗因。"
NBA》年度獎項最終名單公佈 小丑、SGA、東契奇角逐MVP,"東契奇（左）、約基奇（右）將爭逐年度MVP。（資料照，今日美國）
廖志軒／核稿編輯
〔體育中心／綜合報導〕隨著季後賽首輪開打，NBA官方也公佈了年度獎項的最終票選名單，包含了MVP、年度最佳新秀、年度最佳防守球員等獎項，其中最受矚目的MVP獎項，將由「小丑」約基奇（Nikola Jokic）、「SGA」吉爾吉斯亞歷山大（Shai Gilgeous-Alexander）、東契奇（Luka Doncic）三人爭奪。
NBA官方公佈各項年度獎項最終票選名單，MVP部分由金塊約基奇、雷霆吉爾吉斯亞歷山大、獨行俠東契奇三人爭奪，這三人中僅約基奇有獲得過MVP，他在2021、2022連兩年獲選MVP，去年則是由七六人恩比德（Joel Embiid）獲得，無緣三連霸。
如果今年約基奇拿到MVP，將會成為他生涯第三座MVP，同時也會成為聯盟史上第9位，至少獲得三座MVP的球員，過去寫下這項紀錄的包含羅素（Bill Russell）、張伯倫（Wilt Chamberlain）、賈霸（Kareem Abdul-Jabbar）、馬龍（Moses Malone）、柏德（Larry Bird）、魔術強森（Magic Johnson）、喬丹（Michael Jordan）、詹姆斯（LeBron James）。
值得一提的是，馬刺狀元「斑馬」溫班亞瑪（Victor Wembanyama）入圍了兩個年度獎項的最終名單，包含了年度最佳新秀、以及年度最佳防守球員。
溫班亞瑪有機會囊括年度最佳新秀、年度最佳防守球員兩個獎項。（資料照，法新社）"
